business_id,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5
-0M0b-XhtFagyLmsBtOe8w,1.5749475148573193,2.4818420672569528,8.07637869541683,10.037144311010913,3.1467262881933307,2.682961123264651
-0TffRSXXIlBYVbb5AwfTg,77.80050683281769,221.5303856548915,104.57811654758153,181.6012333058391,27.866841765153666,111.62291589371638
-32hOCwsuKd04WO-HQyYFg,0.6954121633812987,4.291705486886453,7.5885770628725275,2.7504074417118236,4.309543866900004,2.3643539782478893
-49SvmoGFrpZj5jmT1n4Sg,0.062790958906464,1.5436589622622405,0.6218897312356831,0.011056822697646962,1.1163984172060057,-0.3557948923080414
-4dYswJy7SPcbcERvitmIg,0.142557330117443,0.40057616209345304,3.029002077093273,3.379553391433162,1.2255419201446764,0.8227691191179927
-ATiAtTikuGuqvaW2O6tNA,8.27563771972051,20.100137855890985,15.448290977599788,28.603689798988878,7.518587040574329,26.053656607225488
-AanHawaDlzWHQjrqRRWig,0.4816881552654664,3.1268839137432973,1.5262077630780793,2.9498592719178385,1.7160109452471644,1.1993499507481513
-Ah-gbZpa-IiQVIrhKRhhA,0.7962626247830757,14.230746274689393,8.364263259146409,6.196653191548459,1.9246152182817469,4.48745943155091
-BLVl824WRLFIm_uiHmkbA,0.9589788691229008,3.2819655709918694,3.583712934482133,5.669127861952982,2.7021506097375783,3.804064153712534
-BjXcRcvDqOQ23eUKx6hjg,6.909952492720449,7.833787023143047,27.646698813607795,27.597792198762328,8.702876287614549,16.308893184151813
-CRjqZ4GxZ6lIa_qMj7-yw,1.8988200853673762,2.20628243505582,8.941921512393087,0.3619205205063578,0.5878897577152052,16.003165688962145
-DGsnMlRrR_tv8avrpQLQw,19.122972601920818,63.00156850569712,115.21817510301756,68.5221300538241,31.15909441941644,72.97605931612387
-FMI0_EhMjwXaAgHVGuG2Q,11.603835754327827,28.098665906147293,22.531573321499156,23.388073381336476,9.060420855245846,11.31743078144338
-HFXvEB8mBf7jZRd2on-zA,-0.0448281984540697,-0.33524042407046306,-1.1126342167134136,-0.1528665648214489,-0.3383983623649235,-0.016032233575680697
-HewctWQ0P3HqKCr76bU-g,0.5451747907431649,1.0849334206408683,6.286771069620354,15.207802458778957,1.0955083796648748,3.77980988055177
-HxLFWKVgXSU8JlR21PBkg,1.2667528300907547,3.211781791196893,6.205108610095313,4.769243372088436,0.3034415843376264,1.2436718121909727
-IRJAg0tkspFukxKY87TBA,0.0129930885632061,0.2600076381663752,0.0130165724524708,0.4396619260264648,0.0941929594024735,0.1801278153890092
-KWel73upKHxstRCr9JGLw,0.7848086033914285,4.2459716203517415,5.976804154426437,13.426470705241302,0.9953409401028992,2.5706039764861885
-KoF5X8toS6VBY3DvNeuDA,0.17824748280508368,0.1787640926532776,0.9046061040269919,4.172562170592569,0.17797640155206632,0.3878437483700102
-LmhsdQproqCf5EQoD06rQ,1.144617350991198,9.615226376430355,2.8061586612312515,2.711665377967306,0.7538008856671273,5.968531347712755
-LpG-lx52Mjp7jyJ8YZHZQ,1.2332411845759852,0.21971823935745433,3.366985615643526,2.188787390766359,0.5341842955967033,2.457083274059969
-MkngKKkTIVfnUbq2S1ucQ,0.832204321200423,2.8129071457586745,1.869930093059957,4.361918833665681,0.8872479996937241,2.235791606621538
-N1WjsJUama2LpA668ctbA,-0.04125375424014022,0.626272328235975,3.300442322637229,0.5559011399267326,0.5431467108484976,1.015491252591704
-NFHQ0ePNYu6SrwekdhcBw,0.0193723641697698,0.18846147199346763,0.9464674894307403,1.487010804971785,0.33927852510179163,0.0194093443324449
-Om8XgP9GZ4UUFbgTRI4YQ,5.59912200825236,11.243616261071779,20.00816606108316,33.13903677096171,9.785827103890966,10.224231794740001
-Or44IdY51Ukd618kikmtA,5.829053823654654,40.251488330338056,18.934251199170408,16.53676534486594,7.388753731247848,30.059687570723067
-PMXnNJ1D67NkAupRHNkpQ,-0.696123901125663,-1.6111360689780085,-2.139348632526278,-0.8917323020177458,-0.4655213636121478,-0.19613773174015509
-RckAAIJ-_KH0AzqrekYuw,8.542473331623516,17.37288801734707,28.48662743361397,43.507871561451694,21.479920794793586,16.610218861170132
-RpUSbVtSGO9LZwMzGogww,-0.6016844901521905,2.0859056541081116,-3.4870346334201336,5.62040410963855,-0.22044630335664028,4.602855663182299
-TW-0EqgnzUNHzV9VPSLoQ,0.18251759422658762,3.1020793063677363,0.42148087427408276,2.5528332171791464,1.2623583259845907,1.478730681967853
-T_lkOvaK39R-Ufg6VUyxg,22.15593214369267,60.71945920027054,42.63032689195791,58.55000399227647,26.054295633506275,59.88998213829607
-VH4B5o1sjZueC6go9FB1g,0.07779575522442711,0.0780783828910197,3.246407877415017,0.07894673324266681,1.5997075035088,1.9190637477180674
-_0w82rV27l51N3ABkCI0A,3.5862076484909027,16.326222464507605,32.152366405662,12.930770382115428,7.115728742820045,13.888704356404
-_mCgBtlEGbzbTsjnuXm3Q,0.0026169668668551,0.1894667476987483,0.555206325884787,0.0026277348479267,0.1922830489034194,0.0577991757982633
-b6YqNf1yR1ZJbDCsygrxQ,0.016165435985739794,-0.4585604231877234,-1.8022437486328209,-0.23628021176284547,-0.009773028539506817,-0.5093080238628432
-b8iNhBez0hRu478nIDhyg,6.907528149271264,18.753332961126283,24.499092024345316,33.59805911749406,8.406788404435737,6.8351993433273215
-c7kNz3HjL3xc0LNBkTM8w,3.175213505871621,14.578359569397444,12.123596826186631,4.087658290659629,0.8153407133142145,1.2198310945704516
-cEFKAznWmI0cledNOIQ7w,85.0250841576068,224.6724372062877,145.92730987263994,191.51376188697742,49.12189114072541,169.7395157357625
-fCB9irkaglTWG7rBhcODg,0.0,0.0,0.0,0.0,0.0,0.0
