user_id,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5
-2cKJFFNJ9XVyWBt62mWvA,2.545047281780504,2.778672431679651,2.4233592103891946,10.426273521695263,2.8405456682841335,2.986101886171248
-4qa2JVDEC_QPVWcZ1nHkQ,-0.07475364097309588,-0.8239978754426015,0.010426744476953045,0.7140622727247671,-0.08001667478195562,2.2542791739959323
-6GY04bTPM2Zo4z0GN4a1A,0.9483119952335756,2.3838890248771305,3.872302156422538,2.9096057054752036,0.3971682187834315,5.488722899208118
-7-d8x5w5c9QolAMgPTKZg,1.1971612414221584,2.1497039283418364,5.481042782752135,5.6791874955262225,0.9875167425013548,3.5053878094562885
-9OIms4jE1bdD1fz7AzAFA,0.5877277025434879,8.731007998229142,3.3106634677961493,0.9905476644486826,1.5193750282911531,2.86067813869138
-A7wqNBMClbU6Y8NNLdMvw,0.6669463618838587,4.903669116662015,3.2846364951120393,2.35223992763167,1.9278038583769275,3.8647042403334853
-AwZjQNFpCqc0bVNNyBqwg,1.2134695561990068,1.2172828554086377,7.242412788710958,4.673870955108266,2.106120391869274,1.546843452703854
-CTVKe6KxXl2hPjFKHhxaQ,0.3406106774252422,2.07738939851154,4.626050291966273,2.9359897799065857,0.3491277671238708,2.6708320850664857
-DqEhMknM-vqqnKvodiwig,0.5517038243558031,1.4365969551391786,2.6556603920309443,4.247410420810414,1.1666060634596116,3.9420223442040454
-FJePf48fLwDbvdtYgualw,0.3275730380689554,-1.5827435145206736,-2.136640885734913,1.9831965590479104,0.1031174881206903,2.3054973150180302
-G7Zkl1wIWBBmD0KRy_sCw,5.662966500278568,17.014526761254356,15.902548002742893,18.69918954747021,12.378807074149568,4.34196211410439
-HYCAMf2ml717YD5Y9PKIg,2.3856095980947574,7.508523997639212,9.496765327530335,6.067606938553256,2.5112824605600217,4.030211677622409
-Her419l4DCjSFey7UjmtA,0.9682576190058679,3.0219500666159864,5.629116793789429,1.0964766627119662,2.3175170301597197,1.9666818277170273
-KICU2HksIrtaOymb_jqPQ,0.7104572196798796,3.6948965993999705,5.783676503409785,2.0036819940860244,0.9657786100343381,1.8415090733899993
-LKl_XQJkGE0GDrXBjWRlw,0.1670568253323387,1.0841627116711348,2.992911174888248,1.284409018822932,1.274330268122009,3.197130001163335
-MeResg7zWIywg7JwuMvaw,1.7752414951075937,3.180535056575945,1.246799903814874,8.831527820631049,1.8506242524526655,9.115271471417866
-NXMmOULp-kUv_LO1V6JVQ,0.4837735460511311,2.388248804074565,2.0408132356462425,2.5530448286379808,0.8435470260502144,0.6905725595398637
-OPxWyAe9H71esOqaV31sQ,0.4340030552614434,1.5057582489624555,1.4347173824738988,0.8733566767341,0.38395700138292993,5.36820763518517
-OZPBHH7RzyPIai4AlPWKA,3.189579999228282,3.915203923219895,8.544865012987104,4.825640135198708,3.1705176835725797,5.354193245793423
-PHhewouMe4OcObjdqBWAA,2.6773998395483187,8.993586036606482,5.915426778376065,9.767967710079649,3.3284572739613907,5.317162361428086
-QmEKJ_CzZnT9biZHddfZQ,1.795601826508457,4.757233596799921,5.648932967027923,4.37986462567246,1.2361938782145416,3.1821731057766924
-Rocdfu1eqSbyqCEBvOzDw,0.4615553369321833,1.3560068784855448,0.43826007629325436,2.736096210329776,0.19187360187710403,0.8162078960821362
-TLXQfY2lZ6DVWQj4BosxQ,8.737619322648039,29.157388797494306,12.340379395106421,37.17764468287416,8.660722053967804,20.926245747909245
-WdMmmWVU5TZ9bfy0Cg3Ng,1.9827152980855562,1.1606527007635508,0.21710331825390167,5.400995396749949,0.8943905789184997,2.3441427072285395
